"x","y","elevasi"
457897.794421737,9592050.10552428,15.3121299743652
469144.822527442,9550319.13649772,41.103572845459
470424.026610366,9547287.32843747,54.2646942138672
473231.630376782,9571309.21586279,34.6644554138184
423450.655903009,9505249.02544315,138.349472045898
421764.432339155,9508330.67144411,121.636131286621
454392.442973726,9566142.68267518,37.656795501709
453536.87141177,9542037.73201533,54.8602638244629
455962.375257314,9566358.64708496,40.6713638305664
457847.955301623,9544479.79111044,49.258716583252
464310.427876393,9531646.52137596,80.7640075683594
464866.964717665,9563210.55049637,47.3749046325684
424198.242704718,9522833.5121926,90.7774200439453
453071.706290707,9548799.07930586,66.0826110839844
427346.413791913,9547619.58137557,68.6819000244141
448253.924679696,9554272.94646122,57.9344444274902
432305.406243246,9539354.7895401,74.5066833496094
475299.953861509,9585504.72264352,36.5966911315918
472965.821736175,9577580.49006961,29.3176326751709
478946.516149843,9576209.94669991,20.918773651123
473921.071538358,9592274.3762575,28.0092468261719
433576.303806151,9556972.50158336,54.1419944763184
457008.996779706,9562720.47741266,40.0684585571289
469385.711607992,9554763.01954493,38.7498435974121
461826.778390717,9576218.25302336,31.6163673400879
440844.508822762,9526106.20363298,73.7906265258789
464459.945236735,9534977.35708051,78.986686706543
438086.744176459,9553367.55720487,55.991081237793
447838.598678747,9556831.29408466,42.0184631347656
446185.601194969,9558010.79201495,50.2456245422363
444632.281951419,9558392.88289378,44.8560791015625
452216.134728752,9563127.48726184,38.8491439819336
448910.139761196,9561864.92609702,45.4034805297852
433983.323287081,9551315.89531204,76.1952590942383
428750.215675121,9543117.55406419,75.3528442382812
444790.10583178,9526729.17789193,67.550048828125
421457.091098453,9522899.96278022,113.264083862305
476687.14270468,9584250.46780216,24.0019950866699
465157.692918329,9560178.74243612,47.0328483581543
436973.670493916,9525234.03967044,97.8175582885742
456211.570857883,9555111.88512995,60.255199432373
470739.674371087,9592257.7636106,26.6529693603516
475848.184182762,9545734.0459518,55.4148101806641
428002.628873412,9528149.55920235,86.5488052368164
462225.491351628,9542203.85848439,48.5509834289551
483589.860840456,9557122.01540551,46.0278587341309
465357.049398785,9560045.84126087,43.9931716918945
413117.344999392,9515723.29931705,110.095108032227
481496.617795672,9587273.96953896,14.5983219146729
457922.713981794,9532751.26239517,53.8576736450195
457507.387980845,9590571.57994969,19.2678031921387
422287.743100351,9517376.25768415,83.9925765991211
427994.322353393,9534296.23855738,94.1418151855469
461328.387189578,9559863.10214491,70.5466613769531
445521.07959345,9564855.20254001,40.8308982849121
472309.606654675,9542087.56995605,64.6495208740234
471055.322131808,9571475.34233184,43.760669708252
449151.028841747,9549754.30650293,59.1403274536133
444532.603711191,9564772.13930549,40.8490600585938
462001.215311115,9554621.81204624,55.9669723510742
426548.98787009,9546041.37991956,74.8627471923828
445645.677393735,9548898.7551873,58.5769386291504
477326.744746141,9579897.95431292,33.7954025268555
418001.578770555,9514194.93580175,112.375968933105
436167.938052074,9523597.69395025,71.8364028930664
423633.399343427,9506794.00160536,185.290466308594
445346.642673052,9535683.39457399,66.161262512207
479170.792190356,9563667.39828627,35.3846778869629
467250.935963113,9529702.84168802,45.263427734375
456502.299058548,9554256.33381432,67.1047897338867
420186.193535548,9516205.06607731,94.9273529052734
463853.569275349,9584275.38677252,28.0985641479492
474444.382299554,9545609.45110001,49.7208366394043
464933.416877817,9593337.58565946,23.6171855926514
473489.132497371,9560228.58037684,35.3440742492676
452182.908648676,9564240.53460451,38.3501892089844
474286.558419193,9542519.49877559,50.8720397949219
470033.620169473,9570221.08749048,54.660270690918
474726.803980199,9564697.38239441,41.2185859680176
450089.665603892,9564539.56224881,33.9514045715332
469726.278928771,9574440.69980447,32.755054473877
438958.928778453,9536705.07235868,91.7461013793945
461270.241549445,9583743.78207154,27.9221858978271
466096.329680475,9545792.19021597,45.1513519287109
485068.421403835,9556067.11232701,37.1410217285156
424098.56446449,9535550.49339874,77.9051055908203
424680.020865819,9523248.82836523,87.4139633178711
469252.807287689,9546489.921386,41.3275718688965
476878.192665116,9563227.16314327,43.4712600708008
472292.993614637,9544263.82670067,48.6681365966797
427213.509471609,9513206.48331087,113.872566223145
458487.557343085,9533282.86709614,52.1845359802246
437604.966015358,9534670.02311275,71.527702331543
474278.251899174,9568335.55206671,31.6410999298096
448087.794279317,9531904.01740299,63.336612701416
443893.00166973,9544064.4749378,57.3771018981934
473605.423777636,9580861.48783344,33.0682067871094
464725.753877342,9539404.62748082,77.367073059082
428293.357074077,9545584.53212965,72.2183227539062
475117.210421092,9549156.25121433,63.9196090698242
490733.468056782,9561715.41227487,30.2956161499023
443851.469069635,9568493.37221231,50.0889015197754
426432.696589824,9543557.78920718,71.3312301635742
411738.462676241,9512591.81537537,106.121528625488
434199.292807575,9535409.28590005,100.017120361328
488598.692411903,9561059.21272211,38.7507171630859
419887.158814865,9511188.04671186,128.031997680664
462790.334712919,9544106.00655507,46.7786026000977
474552.367059801,9589774.17289823,33.3923492431641
429240.300356241,9540210.34085573,82.3723526000976
418292.30697122,9522509.56557794,117.02848815918
430320.147958709,9537768.28176062,107.236770629883
455314.466695833,9568053.13706931,42.1124496459961
449192.561441842,9531596.68343524,64.0647888183594
462790.334712919,9539396.32115736,55.3711853027344
443103.882267926,9562770.31535337,41.668212890625
405849.139982781,9512508.75214084,154.426986694336
422620.003901111,9521928.12293625,104.378875732422
431815.321562126,9550842.43487524,64.3752822875977
435544.94905065,9543366.74376777,61.4578018188477
446717.218476184,9552761.19559282,58.0819625854492
416813.74640784,9524054.54174015,131.837310791016
456228.183897921,9558193.53113091,59.7183570861816
487469.005689321,9563476.35284686,32.9002838134766
481463.391715596,9561408.07830712,31.5663013458252
409927.641312102,9515399.3527024,148.3212890625
426706.811750451,9531746.19725739,113.298538208008
477218.759985895,9590405.45348064,39.7507934570312
470664.915690916,9573643.29275301,35.7895202636719
466345.525281044,9585986.48940378,24.8393974304199
459617.244065667,9556897.74467229,72.7143630981445
417411.815849207,9521438.04985254,130.286926269531
474444.382299554,9571691.30674162,34.7216567993164
464941.723397836,9573269.50819764,30.9760208129883
437912.307256061,9557661.92642994,44.9162673950195
462109.200071362,9567629.51457322,54.6726417541504
473763.247657997,9558907.87494785,41.2600631713867
434207.599327594,9525001.46261376,80.7144622802734
466063.103600399,9580404.64004354,25.6511821746826
459052.400704376,9531638.2150525,65.9288482666016
453146.464970878,9557720.07069411,40.7813720703125
430311.84143869,9522767.06160498,79.0900497436523
412004.271316849,9517002.47312878,151.349533081055
476097.379783332,9585795.44396437,30.4465637207031
473323.002096991,9535940.89060102,68.2932586669922
434722.603568771,9528382.13625903,79.6119918823242
484636.482362848,9561848.31345012,36.8584251403809
454874.221134827,9561665.57433416,48.6225776672363
471777.98937346,9538166.98528636,82.0963668823242
474012.443258567,9574075.22157255,38.058910369873
428683.763514969,9540235.25982609,72.5734329223633
429273.526436317,9556141.86923809,68.1875381469727
465996.651440247,9567446.77545726,54.4614906311035
438419.004977219,9543607.6271479,58.7734107971191
452282.586888904,9533224.72283198,60.5058822631836
456286.329538054,9582215.41855624,29.5340728759766
453337.514931315,9538399.56234303,54.1390533447266
465855.440599924,9595123.4452018,23.4003067016602
457989.166141946,9576542.19963802,32.7559242248535
462084.280511305,9581692.12017871,29.0166473388672
453221.223651049,9561092.43801592,50.3567047119141
421598.301938776,9527343.84582744,99.6187057495117
464028.006195748,9562886.60388171,53.7037506103516
468073.281444993,9556075.41865046,37.5482368469238
475856.490702781,9558276.59436544,35.6911201477051
470540.317890631,9574324.41127613,34.752742767334
421349.106338206,9532834.3256297,105.357109069824
436724.474893346,9536671.84706486,81.4144287109375
452365.652089094,9558891.26230095,35.0795974731445
461087.498109027,9541431.37040328,50.9139785766602
470457.252690441,9579266.67373051,28.3421154022217
441600.40214449,9530982.01549974,75.8143844604492
458238.361742515,9556415.97791203,64.8303756713867
414579.292522734,9514277.99903628,94.5280151367188
476878.192665116,9556964.19525991,31.7853546142578
442090.48682561,9553226.34970618,47.9188194274902
485076.727923854,9555635.18350747,25.3813209533691
425111.959906806,9515615.31711217,103.289421081543
410907.810674343,9516022.32696135,141.669036865234
439681.596020104,9541705.47907722,59.2523498535156
415908.335725771,9530516.86138638,78.9291076660156
448710.78328074,9561266.87080843,42.3474426269531
436483.585812795,9554306.17175503,69.2190093994141
462150.732671457,9559912.94008563,70.1003799438477
464576.236517,9535542.18707529,84.5326385498047
470963.950411599,9575595.2787644,37.5307922363281
477384.890386274,9578652.00579501,34.9563407897949
474045.669338643,9585562.86690769,42.7993850708008
434473.407968201,9540459.53055931,64.8786849975586
462258.717431704,9576708.32610707,34.2380638122559
410426.032513242,9511985.45376332,109.155784606934
460904.754668609,9537286.51500037,57.7389869689941
476687.14270468,9554497.21719445,43.7889785766602
435860.596811372,9559339.80376739,44.2568740844727
448760.622400854,9529960.33771505,63.0946273803711
433742.434206531,9525117.7511421,80.2187042236328
451269.191446588,9564024.57019474,39.2062110900879
452207.828208733,9577854.59874355,31.6199283599854
469684.746328676,9545634.37007037,53.0585556030273
426366.244429672,9536439.27000819,74.0503463745117
452830.817210157,9558666.99156772,39.9552001953125
440279.665461471,9558376.27024687,47.5320854187012
472683.400055529,9536107.01707008,72.2340087890625
478165.703268059,9563002.89241005,34.612735748291
425560.511987831,9530699.60050235,98.9272613525391
455904.229617181,9560627.28390257,63.1446380615234
460057.489626673,9535874.4400134,50.6675148010254
451244.271886531,9539903.00688798,58.0834922790527
449632.807002848,9561981.21462536,47.0918350219727
442397.828066312,9562728.78373611,47.4225578308106
416539.631247214,9520009.36221867,130.996429443359
460564.187347831,9532842.63195315,58.5394020080566
454915.753734922,9553159.89911855,55.522777557373
459924.585306369,9552337.57309673,47.195255279541
473464.212937314,9559580.68714752,36.731388092041
456759.801179136,9536032.260159,54.9034194946289
464543.010436924,9586227.37278391,24.866720199585
472874.450015966,9535675.08825054,64.9589233398438
456161.731737769,9549363.90930065,62.2786903381348
481322.180875273,9579931.17960673,31.322193145752
441093.704423332,9533856.00341438,68.4939117431641
472126.863214257,9564207.3093107,49.0822830200195
452481.943369359,9542411.51657071,71.5881118774414
439266.270019155,9531895.71107954,76.0845794677734
417121.087648543,9527177.71935838,103.341995239258
438892.476618301,9558085.54892603,45.3866348266602
440869.428382819,9551058.39928501,55.4696731567383
467325.694643284,9541497.82099091,69.6621551513672
470556.930930669,9563517.88446412,47.6680717468262
461851.697950774,9549114.71959707,46.3381080627441
452315.81296898,9575653.42302857,35.599536895752
439939.098140693,9541622.4158427,54.2843551635742
444150.503790318,9528174.47817271,69.1522216796875
437654.805135472,9546996.60711662,56.1070594787598
413399.766680038,9520989.50838609,128.473892211914
428733.602635083,9527784.08097043,81.796875
440512.248022003,9548250.86195798,55.0392913818359
464177.523556089,9556424.28423548,37.1786079406738
461070.885068989,9535982.42221829,64.2252502441406
444258.488550565,9539919.61953488,77.6009979248047
444657.201511476,9558118.77421984,45.7054672241211
435254.220849986,9540800.08982088,81.0284118652344
427404.559432046,9553757.95440715,47.502326965332
440694.99146242,9523514.63071572,68.4883346557617
416473.179087062,9508629.69908842,135.745849609375
465780.681919753,9570304.15072501,36.7454376220703
435835.677251315,9529079.86742906,72.4246063232422
425485.75330766,9534096.88679451,81.9906005859375
461760.326230565,9530475.32976912,81.3744506835938
474294.864939212,9567488.30707453,35.3206481933594
431723.949841917,9545858.64080359,64.2535781860352
477841.748987318,9588677.73820247,20.2751045227051
463355.17807421,9560079.06655469,50.2919425964355
419230.943733365,9518688.65678968,123.943862915039
466769.157802012,9586127.69690248,24.498119354248
459534.178865477,9592905.65683991,20.1801357269287
444167.116830356,9534096.88679451,70.1272506713867
448195.779039563,9562031.05256608,40.7304344177246
422171.451820085,9514859.44167797,88.61962890625
460256.846107129,9584200.62986144,26.5550975799561
465099.547278196,9547461.76122997,44.587947845459
417993.272250536,9528332.29831831,105.694435119629
474236.719299079,9561084.13169247,34.704231262207
419621.350174257,9531820.95416846,106.281608581543
453794.373532359,9556972.50158336,40.821117401123
447946.583438994,9536871.19882773,66.1424102783203
465157.692918329,9579648.76460934,26.237024307251
465930.199280095,9590862.30127054,26.1324825286865
455322.773215852,9568244.18250873,37.5962066650391
435046.557849511,9541580.88422543,79.0617141723633
477384.890386274,9565303.74400646,44.0162506103516
458462.637783028,9551058.39928501,46.5054588317871
417278.911528904,9513920.82712781,114.655609130859
435171.155649796,9546830.48064756,54.0871429443359
429514.415516868,9554646.73101659,49.6639251708984
454791.155934637,9569515.049997,37.0216026306152
451543.306607214,9570312.45704846,43.5939445495606
468405.542245752,9557819.74657554,38.2979469299316
428226.904913925,9516479.17475125,113.010818481445
476678.836184661,9549704.46856221,55.327709197998
481097.90483476,9584109.26030346,21.8659973144531
433285.575605486,9541406.45143293,58.348316192627
417935.126610403,9514452.43182878,108.48161315918
454774.542894599,9573394.10304943,36.0396461486816
448744.009360816,9569664.56381915,37.9251098632812
458537.396463199,9581334.94827025,30.3406677246094
422113.306179952,9528988.49787108,115.232437133789
454433.975573821,9555153.41674721,54.8828506469727
481297.261315216,9579607.23299208,24.7876205444336
463122.595513678,9577555.57109925,39.6888313293457
478605.948829065,9589392.08201941,24.9884071350098
481604.602555918,9556008.96806284,37.9413299560547
458512.476903142,9535218.24046063,53.6989402770996
457764.890101433,9562546.04462015,42.268669128418
438942.315738415,9552071.77074624,50.6432418823242
471146.693852017,9562878.29755826,52.4949493408203
443942.840789843,9556158.48188499,51.208179473877
482443.561077836,9587863.7185041,19.0208187103271
440346.117621623,9523672.45086133,69.1894989013672
427645.448512596,9515200.00093953,119.725448608398
458487.557343085,9586950.0229243,40.1040496826172
479710.71599159,9562222.09800549,31.2467365264893
458205.13566244,9595065.30093763,21.649450302124
478597.642309046,9580819.95621618,37.5134887695312
445529.386113469,9569166.18441198,41.7822952270508
481031.452674609,9562230.40432894,31.4834461212158
442414.44110635,9553375.86352832,49.4709014892578
423542.027623218,9508961.95202653,155.84455871582
420609.826056516,9511271.10994638,105.503341674805
418142.789610878,9521994.57352387,119.208557128906
424090.257944471,9503612.67972296,102.96590423584
462482.993472216,9586169.22851974,29.3816299438477
461635.72843028,9568518.29118267,55.1363792419434
465190.918998405,9575188.26891522,37.6584205627441
476296.736263787,9581044.2269494,40.8788146972656
415958.174845885,9528971.88522417,85.6774215698242
419762.56101458,9520399.75942095,110.992851257324
450754.187205411,9544762.20610783,65.2173385620117
444200.342910432,9556814.68143776,48.703742980957
481928.556836659,9562055.97153644,31.4062461853027
476761.90138485,9585039.56853017,27.9528656005859
470432.333130385,9592116.5561119,21.9562435150146
472824.610895852,9551315.89531204,44.9658317565918
417170.926768657,9528033.27067401,90.1153335571289
434647.8448886,9522974.7196913,84.7871780395508
470980.563451637,9552669.82603484,45.5226821899414
420908.8607772,9528747.61449095,129.008041381836
443843.162549616,9546041.37991956,54.5603332519531
417320.444128999,9529495.1836017,85.6185684204101
433518.158166018,9524785.49820399,82.1460266113281
439814.500340408,9534935.82546324,68.8770370483398
423841.062343901,9531422.25064273,113.57202911377
442306.456346103,9562811.84697064,36.7700119018555
467890.538004575,9535567.10604565,72.3351135253906
448727.396320778,9562554.3509436,43.4927520751953
427836.498473033,9514361.0622708,101.086975097656
426656.972630337,9540019.29541632,78.161750793457
428201.985353868,9534753.08634728,101.090744018555
442248.310705971,9532651.58651374,70.2959289550781
454625.025534257,9536057.17912936,56.7985191345215
466893.755602297,9544147.53817233,55.4300003051758
446144.068594874,9546024.76727265,66.1910400390625
440603.619742212,9524071.15438706,69.7354125976562
477542.714266635,9588561.44967413,27.8210105895996
430494.584879108,9536131.93604043,98.6318817138672
474502.527939687,9560120.59817195,34.4095573425293
476637.303584566,9556017.2743863,41.0253486633301
439631.75689999,9541539.35260817,61.6047058105469
431591.045521614,9526812.24112646,81.0402984619141
428675.45699495,9525915.15819357,85.6162567138672
441027.25226318,9561565.89845272,45.4172477722168
416838.665967898,9515739.91196396,90.2550811767578
462391.621752008,9581667.20120835,26.8477764129639
442372.908506255,9553766.26073061,51.3152732849121
463388.404154286,9589159.50496273,24.5070762634277
452980.334570498,9535525.57442839,59.0047264099121
426615.440030242,9510332.49539622,129.580276489258
461884.92403085,9552495.39324233,44.2277145385742
473032.273896327,9586974.94189466,46.2544937133789
456685.042498965,9586019.71469759,21.0714015960693
438718.039697902,9552894.09676807,53.9554138183594
418981.748132795,9514178.32315484,132.114898681641
418882.069892568,9522285.29484472,117.260360717773
427105.524711362,9548898.7551873,68.9344329833984
422204.677900161,9515839.58784539,93.5269546508789
464202.443116146,9531156.44829225,94.327880859375
435852.290291353,9534263.01326357,85.3221282958984
460854.915548495,9580005.93651781,38.358585357666
475499.310341965,9570777.61116182,39.5581245422363
425477.446787641,9506544.81190178,239.248779296875
431798.708522088,9542286.92171892,62.745719909668
468870.707366815,9558193.53113091,38.9044380187988
450014.906923721,9571051.71983575,42.1719245910644
473530.665097466,9543458.11332575,56.7938003540039
428667.150474931,9551066.70560846,71.3611068725586
480931.774434381,9587556.38453635,16.5907020568848
440213.213301319,9562670.63947194,42.4866752624512
454708.090734447,9536538.94588962,56.7815780639648
451501.774007119,9544928.33257689,75.8094482421875
441185.076143541,9556806.37511431,46.1616516113281
458412.798662914,9586028.02102104,40.330924987793
444698.734111571,9552362.49206709,45.3818626403809
483074.856599279,9588187.66511876,14.4088459014893
445936.4055944,9570744.385868,44.0134086608887
448253.924679696,9562587.57623741,41.7848701477051
478738.853149369,9551540.16604527,47.3995590209961
445529.386113469,9533482.21885901,70.6445999145508
455530.436216327,9554530.44248826,55.7646026611328
419995.143575112,9524287.11879683,108.386436462402
457673.518381224,9584765.45985623,37.3892936706543
460688.785148116,9563841.83107878,43.3610954284668
471138.387331998,9556083.72497392,37.3800506591797
447813.67911869,9548151.18607655,77.4234619140625
473439.293377257,9585238.92029303,44.283863067627
472558.802255244,9582223.72487969,41.3263282775879
418092.950490764,9510639.82936398,135.666839599609
413532.671000342,9509767.66540144,105.650650024414
457125.288059972,9555236.47998174,81.9729461669922
482468.480637893,9581916.39091194,19.364782333374
429481.189436792,9516720.05813138,96.7263412475586
480425.076713223,9547295.63476092,58.8447570800781
437530.207335187,9526695.95259812,92.0528945922852
472101.9436542,9544670.83654985,61.6866149902344
429231.993836222,9532967.22680494,87.164436340332
458022.392222022,9550186.23532247,46.5049324035644
422819.360381566,9515283.06417406,89.4983367919922
409296.34579066,9513347.69080957,118.634719848633
428750.215675121,9542627.48098048,76.9887008666992
430477.97183907,9551764.43677849,61.7632141113281
464675.914757228,9543109.24774074,49.9120864868164
471952.426293859,9587697.59203504,29.2759628295898
414147.353481746,9514734.84682618,100.366455078125
466760.851281993,9581492.76841585,26.4683532714844
469352.485527916,9590330.69656957,21.3685264587402
429306.752516393,9547710.95093356,61.9589729309082
458886.270303996,9590239.32701158,19.4033069610596
459509.25930542,9560510.99537423,59.1922340393066
482975.178359051,9581102.37121357,21.8443565368652
465066.32119812,9545285.50448536,43.3965187072754
487975.703410479,9557960.95407424,38.5169677734375
461735.406670508,9592050.10552428,29.822380065918
470282.815770043,9550950.41708012,42.0334053039551
464360.266996507,9558666.99156772,41.1281509399414
442256.61722599,9559206.90259215,46.6543617248535
462815.254272976,9585479.80367316,25.5952453613281
413765.253560873,9515349.51476168,100.831130981445
437546.820375225,9526421.84392418,91.5713424682617
455796.244856934,9559265.04685632,63.5513954162598
461336.693709597,9571824.20791686,39.6948318481445
469402.32464803,9569166.18441198,54.7199249267578
451127.980606265,9532203.04504729,60.3833465576172
451069.834966132,9561715.41227487,43.6756477355957
452598.234649625,9543773.75361696,61.949951171875
457565.533620978,9535376.06060624,55.3094100952148
444648.894991457,9552910.70941497,46.8392868041992
422046.854019801,9507466.81380503,132.070999145508
432529.682283759,9520972.89573918,82.7587738037109
441110.31746337,9538166.98528636,62.2071495056152
461428.065429805,9551988.70751172,41.97900390625
430428.132718956,9521728.77117339,87.474853515625
463662.519314912,9534611.87884858,85.6535873413086
430785.313079772,9527426.90906196,77.8216400146484
445662.290433773,9559522.54288335,39.7656707763672
429522.722036887,9522094.24940531,85.2879180908203
434490.021008239,9535949.19692448,93.3432006835938
461552.66323009,9577173.48022042,28.9262218475342
475507.616861984,9550734.45267035,65.0114212036133
468546.753086075,9539844.86262381,66.0893096923828
434240.82540767,9523315.27895286,103.749801635742
450147.811244025,9561192.11389735,42.107551574707
414878.327243417,9516886.18460044,163.621658325195
443610.579989084,9545933.39771467,56.174503326416
424979.055586502,9523788.73938966,82.4654922485352
448627.718080551,9557171.85334622,58.2108535766602
